color_missing2,tx id,time,auction,color,color_nan,shirt size,condition
False,4b87b90cb15ea4c8725990c7923c491f995fc6bd,3:47 AM,$13.84,Mauv,0,M,Never Worn
False,9bd200e8da05c089dd37918cc67f9dbca88af18a,12:55 PM,$18.50,Khaki,0,XL,Never Worn
False,4007fb28feed655cf5ecebd79791eb90d31da3ec,9:53 AM,$18.51,Fuscia,0,L,used
False,1b7abec234d8dd7fa907ac22b67553300f384341,11:38 AM,$8.03,Blue,0,L,Used
False,61a267e79ec3adeb6594e4824a13333eab19b877,3:09 AM,$8.72,Orange,0,2XL,used
False,8952df1e396eb070f8b7596e4775a34de2fb9b70,3:14 PM,$11.60,Teal,0,S,used
False,6ddcfc6bd9b9fa932342d8b7e04466ac8e09d686,4:01 PM,$12.78,Violet,0,L,Never Worn
False,998db45695cb95137983e2d44819125d52ff27da,5:02 PM,$7.77,Aquamarine,0,S,never worn
False,6ee93ad6dd3e87ae1dc79c6a26f6b1044bd47f88,6:14 PM,$6.52,Puce,0,M,never worn
False,edd1bf60f050a62f58444928d37c830285801e02,7:14 AM,$5.96,Aquamarine,0,M,used
False,06fa362cb118a4a0dff3d75965bcc5fbad965c91,10:57 PM,$4.76,Violet,0,XS,used
False,3fe508a5e8c0d20f2793e80890be20d54839cc46,10:40 AM,$18.11,Fuscia,0,XS,used
False,58d0d1e885cbdfd68c78cee738d8d90c0f0572a2,1:40 AM,$11.71,Teal,0,S,used
False,d459d31774040ba3fa1e1f193e228be60d40c036,5:52 PM,$7.49,Turquoise,0,2XL,used
False,86308142e888897c670674326863dba99ae27965,5:37 AM,$17.66,Indigo,0,3XL,Never Worn
False,f949582ec70c335675bb6377922af16c939a93e3,2:02 PM,$15.48,Yellow,0,M,used
False,f42285b404acec362ff41b49048ae04608fa9f94,8:57 AM,$18.05,Orange,0,3XL,used
False,48712563b5e468b3eabaf2af6b077916a7418ec2,12:48 AM,$10.53,Yellow,0,3XL,used
False,2f3285c441ce3c5823fea680e68513941fce7984,3:23 AM,$4.04,Blue,0,XL,used
False,597b9c401ae526e0b49e7ccd4cbde3efdad4c3cf,4:17 AM,$8.21,Violet,0,S,used
False,9361604a566c7214ab323a78beec2947a73706aa,9:59 PM,$15.03,Blue,0,XS,used
True,fa6da08c98c4ce2866b1408587c61a8120756526,6:16 PM,$14.37,,1,M,used
False,2fa52474eeaa598e8559ea44b58e6a85f202c9c3,5:08 PM,$8.11,Indigo,0,L,Never Worn
False,edf7f4048ecd8f2feb642585d3870dc700f739e2,8:01 AM,$11.64,Fuscia,0,2XL,used
False,d1f3336ad287abc8169421f74eb3acbb39d89ba0,11:21 AM,$5.42,Maroon,0,XL,Never Worn
False,f90a320f8f13bfe3d87f1a77989a546fe299cde3,1:24 AM,$7.23,Yellow,0,S,used
False,efa224eb77806b8b8559a2f7abfbe6a7dea57715,11:18 AM,$3.65,Mauv,0,XL,
False,9e9f3faeb8b4d47040ea9da69778cd2df6ff83cc,11:25 AM,$3.53,Yellow,0,M,used
False,c1edcc395a8c84a67cafdf17f84b7a574e37143f,3:36 PM,$12.10,Red,0,XL,used
False,fafc68197b7e85dfdf505a380a4a169ed5ff93b3,12:38 PM,$6.10,Violet,0,XS,used
False,60210bd83076e630148658de7cee000205c3c084,3:25 AM,$8.78,Orange,0,M,used
False,b7e2242ddab25aa873521bb8ac6c885bdaad6236,1:33 PM,$8.86,Mauv,0,3XL,used
False,9b811cafcad0e4a164b38f158397bbddf03b4341,11:46 AM,$8.72,Fuscia,0,S,
False,e316b2068482adf76c648a91712d9b32ffd087c4,10:34 AM,$2.05,Pink,0,3XL,used
False,ce89d90b405227a425e5aa53b68ea7e2c23a5101,1:35 PM,$15.61,Purple,0,M,
False,d6f9d29bff6ccd2aa4b23bdde8c99ba05b718e5a,3:48 AM,$12.25,Aquamarine,0,L,
False,7061fb9dade71d476ffd8f2d6c483c6f1ec96f5f,6:49 AM,$8.41,Goldenrod,0,S,Never Worn
False,e17290092d0e81e111e88714bfd9ae925299922a,5:46 AM,$5.98,Red,0,L,used
False,01d633cd097bead31687596d41f51356c48e852f,12:48 AM,$11.08,Crimson,0,M,used
False,ceb847190d067eed7fce0b4c5c0e1d6abb656e3e,1:16 AM,$16.48,Green,0,3XL,
False,95ba116a965490bd9985a2db039e3b9a31e03fb1,1:53 PM,$11.48,Puce,0,XL,used
False,7efb67739ef99ec3dbf7edc8f2c057bf665d9cbf,9:05 PM,$12.51,Red,0,3XL,Never Worn
False,943710e75abe3112b24e08510631199a4de29b1e,7:17 AM,$14.64,Khaki,0,3XL,Never Worn
False,2843bb95f5077592e111efa92c374b79ff6d2704,8:27 PM,$3.18,Pink,0,L,
False,6ba74bb3fd1bc8343cfc192a46d3b85df9c18148,12:40 PM,$14.09,Pink,0,L,
False,442eb3fd12f11df6ac6048250b16e1fe0d0563b6,6:14 PM,$16.31,Yellow,0,XL,Never Worn
False,bf69fce1e7266da758a363d4017c7347d5a095b3,6:39 AM,$7.95,Indigo,0,2XL,used
False,4665fa48b24ec204c838c8faa74a3eb0329ed10a,8:53 AM,$8.45,Green,0,2XL,Used
False,31672c5bfc21a35e34424130fe1199bf174ac02b,4:25 PM,$4.29,Teal,0,L,Never Worn
False,87ac84ea4765b1d80fd2ff3f7ff82a49a7febf6e,3:00 PM,$10.11,Green,0,2XL,never worn
False,f8fef10d0ee18908c14f63e14b8bc6cc44d716d9,1:36 AM,$15.78,Violet,0,XS,Never Worn
False,ae0642ec8bdc4f380f1f3b88bfe8b3f96bbbdb4b,5:31 PM,$4.51,Turquoise,0,S,used
False,4529330a5ee399b08b44645fb4403b4057984578,1:13 AM,$10.19,Blue,0,3XL,used
False,fd4f5a4a9c36e422658a8f4fb50a5bd22587e114,3:22 PM,$14.53,Aquamarine,0,XL,used
False,ebc9192863c0d0234571f6aaccefd29ee8eb3ce0,8:33 PM,$16.68,Green,0,M,used
False,be0c666341863f7834ac798bc8886d4801168c38,11:46 PM,$5.67,Violet,0,XS,
False,1fb36f40a887db9146438dbb39b2492dd340286f,7:59 AM,$6.60,Indigo,0,2XL,Used
True,d7342689dc51b9bbf9442882a93c97e6ac2e7634,9:59 PM,$14.98,,1,XL,Never Worn
False,de5fc8bc60292f7c5145be298e03467b822fe9b5,4:36 AM,$17.63,Violet,0,XS,used
False,09fa660bda0bb187ed073fa67f4af9e71f37396a,6:18 AM,$16.01,Orange,0,XS,Used
False,a72e2986f1c89a70d0c2f9fa67ed2dd17fcfb950,6:31 PM,$4.92,Blue,0,XL,used
False,c96723da73ddc440ad6c828f2333e9e440243541,7:00 PM,$16.27,Purple,0,XS,used
False,f794047fb4fe5f1c3fb02955700f7419f30b9785,6:01 PM,$6.58,Crimson,0,M,used
False,a45b2c39ad33c56503336024dc05aeb94e1fbf9c,8:20 PM,$11.38,Aquamarine,0,XL,used
False,47ab6ff3af75209db3e2750fe5ff0c8e978543e4,3:52 PM,$6.00,Aquamarine,0,XL,used
False,61e394cc9013e0e07b4ab30dc3224dd051281c1d,11:50 PM,$8.77,Mauv,0,S,used
False,d02e95d5b033c2342b73be11c4a6f334014d4b1e,2:11 AM,$7.02,Turquoise,0,M,used
False,157d447ea885d8f76841fada2846d27d9ffe4e85,4:27 PM,$5.62,Orange,0,3XL,used
False,57c07bd8dbb6aa87a852d2826a4bd457a263df9f,8:30 AM,$14.96,Maroon,0,M,used
False,a2add72c6c41032907a5dac5cd9df7167a1f0354,4:36 PM,$13.31,Mauv,0,M,Used
False,0725ab7cc4e07af88ad78ee3fa066da408cd3231,11:18 PM,$7.52,Goldenrod,0,L,used
False,116e3cfe5ecb4396984aa81bce6125b8f3944ad3,2:26 PM,$3.19,Goldenrod,0,XL,used
False,bf63ffff2d13e77bae40487a8c8595b8aa586fdc,7:17 AM,$18.63,Blue,0,M,Never Worn
False,0f2b6af24a36a9c2d0792988fae4d7809afed5a5,4:19 PM,$5.03,Maroon,0,S,used
False,634f8be3163d21f54622c5633212746e517a6f92,1:09 PM,$8.27,Indigo,0,L,
False,c61ce2146bdbfe7a13f5156ff5699ace48cffcc7,11:22 PM,$5.15,Khaki,0,2XL,used
False,dba918f0fa735020d51992a7b0f0ce067f9ad1cb,1:56 PM,$2.31,Mauv,0,XL,used
False,dab5c67fba662fa80def5e5bc0abf2bc78909029,3:55 AM,$14.58,Crimson,0,XL,
False,efe67f36c6015f1ccf27f7ba1548ad51f40c02dd,3:02 AM,$4.92,Orange,0,XL,used
False,5461a66331096471ec5c329932c402b939af1fd5,4:44 PM,$9.02,Orange,0,XL,used
False,7158c816cbcc6251f874363b3816831542cb5d18,4:34 PM,$13.03,Crimson,0,3XL,
False,8ce5c410b02bbf734cbb8d4853dab8650295f358,4:18 AM,$17.17,Khaki,0,3XL,used
False,5de8f88459b3cebbfe8f1117f9f5c88e5fe919ac,4:58 PM,$9.86,Purple,0,3XL,used
False,13019d19ae05ca1010c045b6897ee0b359c28076,11:22 PM,$9.75,Green,0,S,Never Worn
False,e15419e44b5bc7407daf5fe922f060bb64dc7b87,1:25 AM,$2.27,Turquoise,0,2XL,used
False,f4f61b9771a54dfc37681447cb3eb403ad822548,3:32 PM,$14.59,Green,0,XS,used
False,2eb3c3d4b7240ae129251f6276012b0680f39d9a,4:05 PM,$4.71,Green,0,S,used
False,f1cf6a8584b26829102bd894ecaa1dab8985cd81,8:39 AM,$2.73,Turquoise,0,L,used
False,fa8959d0b0aeeff6e9820892a240320a26b1e2ce,1:07 PM,$11.86,Goldenrod,0,L,Never Worn
False,ee5702e3dfcb30ab2534e71d630bec612f893389,9:29 AM,$14.82,Red,0,S,used
False,22730de294d88d5f892f70d6089463dc16102b31,11:10 PM,$10.38,Crimson,0,2XL,used
False,c139d8fd5de2771379b4b233319e12966ce8ba7d,1:53 AM,$14.52,Red,0,M,
False,c6c0ebd810661e29309658c543c52e4e979ad1c8,12:34 PM,$9.07,Puce,0,S,
False,adc80f547c1ca5e250f5da62bac0bcc2a93797ed,4:08 PM,$15.88,Yellow,0,L,used
False,4a12af0dbc702fe5ff84d763076e0d3665afcece,2:49 PM,$4.19,Khaki,0,L,used
False,3021a578541df78fd3ba86da8e8049711f6524c5,1:17 AM,$16.91,Maroon,0,2XL,used
False,dbe59c8282b143931888db525d8484ec0da89c24,1:01 AM,$9.76,Fuscia,0,M,
False,b8a49b877fcbf25ffc30df38f7fcf4670131b373,11:50 PM,$3.59,Teal,0,S,
False,a700248dc55d159630b872501ec0e628553cfe76,1:54 AM,$11.98,Indigo,0,3XL,used
False,6c68bcdbf903858c3ed545f5db19cfa02a075902,7:52 PM,$15.96,Indigo,0,XL,Used
False,e6dd7f871b80182c9f9d38e98874f6220d8aab90,3:44 AM,$15.15,Mauv,0,2XL,Never Worn
False,f48948008e9a7dcaa2038ea59a55bd94c73fbd4b,7:16 PM,$4.46,Pink,0,3XL,used
True,416f18b7d5241256c64ae4a07b270645b4eb50ec,2:42 PM,$9.02,,1,XS,Never Worn
False,c58573d477dea379546738acfb21ed832f436fc4,2:52 PM,$4.87,Green,0,L,used
False,3eda52b6d587b732a91a057611541bb64c773aef,7:51 PM,$7.77,Mauv,0,L,used
False,148ce5191b6efae057316035a57fc4fc257141ab,9:32 AM,$12.92,Fuscia,0,XS,
False,73893969a3fa2d53fc26b5f8b4083b6b3a6eee92,6:13 AM,$6.71,Teal,0,3XL,used
False,7436da12fa7b810485c57f19eda4ad139887de4b,12:22 AM,$15.29,Blue,0,XL,Never Worn
False,22036c665e6fc5f05e7ecffe161ff4405fce9a54,6:57 PM,$16.84,Yellow,0,S,
False,e24b98a150c008c8c812eaf9244e8fe3b27aa883,4:29 AM,$9.90,Blue,0,S,
False,1e78bf6ae4c9630c66bc1986275b6445dc3c0e93,8:09 PM,$4.10,Turquoise,0,M,used
False,5a1c177cf77ea74bd50a1e3561788a1e6d54582f,2:04 PM,$4.02,Purple,0,M,
False,69e8ce9ab3b08d6e241950912d5236f0252feb5b,3:00 AM,$17.57,Turquoise,0,M,
False,69e01dc771a7db8e01040065328dc5ba01baf101,1:39 PM,$14.89,Indigo,0,M,Never Worn
False,ee0c51ff192531773d151f42adc2ee98e6414bf0,10:17 PM,$16.38,Green,0,M,used
False,88c0d5da8d848cfd8a3b6a0af505aed7b661222d,12:02 AM,$4.43,Orange,0,XL,used
False,e3039d19c8d813859ca40167c8f0288269e00979,1:37 AM,$12.80,Red,0,XL,Used
False,edfd3708cd247e1e907be7e1374d171637f8d661,9:04 PM,$14.83,Pink,0,2XL,used
False,5c5097bd79400bcd420b1b9a9de75c370dd57bb0,10:28 AM,$12.93,Puce,0,L,Used
False,5f417ba9459b66a8f720ad87d5058e072bdb477e,9:21 AM,$4.51,Orange,0,S,
False,759590def7289a92077bd0236f647125133c36d3,2:59 PM,$6.01,Blue,0,XL,used
False,918b56f6ba0044a5232c9df30c17428f767cac3e,3:47 PM,$9.18,Turquoise,0,XL,
False,a4fc9f4c97dff0c2393d2a3ed3ebfb8826fe687f,1:28 AM,$4.85,Fuscia,0,XL,used
False,75a5383ec9201541e033f27b70c7b895af0b455e,4:23 PM,$8.45,Aquamarine,0,2XL,Never Worn
False,cc0661a03dca847b12bccb0127387a199b3e2734,6:06 AM,$12.74,Yellow,0,3XL,used
False,234a6e048826b32f6a4b991ffb3a24c3726c345d,6:22 PM,$5.83,Mauv,0,S,
False,6ebefae060052d5628e7e56536b5dc94c98b5e5a,9:33 PM,$18.31,Violet,0,3XL,Used
False,16132d7cc32a7565c11953bc195a3e261eb0037c,1:23 AM,$3.56,Yellow,0,2XL,Never Worn
False,2183d1a178332a2694bbbcca67b06f3a45adec02,9:01 AM,$3.27,Orange,0,S,used
False,9ad536db432ec4fc35c3d69b181df1008626c9ee,11:22 PM,$14.07,Violet,0,3XL,used
False,de6c076e6399039f9a058366d3ea3b44208c31d4,7:17 AM,$3.13,Khaki,0,M,used
False,ec95ac67ecd9fe8f5067a0da164128405bf3b34b,6:07 PM,$9.41,Purple,0,XL,never worn
False,7d6db695a354b8cf2dd0b017c46e6d9a1a83981a,2:21 PM,$5.74,Indigo,0,XS,never worn
False,d55679a79f65ea6a0d845c97c80120ba3143c435,5:53 PM,$18.85,Pink,0,XL,
False,d7495527953819a167467410f11c5d3d3c8072b0,4:38 AM,$4.87,Puce,0,3XL,used
False,812c796fb6b38fefb2b8f40369072630032c5a2c,6:34 AM,$7.65,Purple,0,3XL,used
False,c1227647d3db2ad92ddffa7f8545dc5ac0b2a56f,2:12 AM,$6.81,Pink,0,XL,used
False,f14962c5a7cd17a2391e2fbe8a8bca750e07b85e,9:35 AM,$9.01,Khaki,0,3XL,used
False,6217eb37427ae27ca6e1ee3d16e1570e4108dcee,2:38 PM,$8.59,Puce,0,XS,used
False,aa063b5c6fd3bd3265628bc143db41e0ce94708a,3:03 PM,$2.53,Khaki,0,M,used
False,c7edcf044b601bf3e47a05183a4bf4bfa1c35d61,9:57 AM,$9.58,Teal,0,XS,Used
False,3aa323b99a1c0c150115289da8cd0db32512f8c0,4:13 PM,$2.79,Violet,0,L,used
False,16baac2d110058d816287e772a554c8d70eb145a,7:00 AM,$7.48,Pink,0,L,Never Worn
False,58e4f809d1620e2fb6f73758b48897d46bd03333,1:11 PM,$18.22,Maroon,0,XL,Never Worn
False,338944c58816802e61fa231db646ff01326dc8ca,7:57 AM,$16.64,Turquoise,0,XL,used
False,af1af78bde921f004e0cefb3c34a33c92d015ff6,2:15 PM,$4.01,Teal,0,S,used
False,f72e33a1d713c53abaac2ac126ce30732fce6c37,12:43 AM,$10.34,Mauv,0,XS,
False,b259a6543e008fa7130b487fd2805a5cc35fdc7a,11:21 AM,$7.72,Crimson,0,S,Never Worn
False,3609d2681e69d9b8b9e70ec3c63376af9b1d37c1,7:38 PM,$12.62,Violet,0,2XL,used
False,f561a80b6f0954a6ef94412052ed50bdf5fa03d9,7:49 PM,$17.38,Puce,0,3XL,Never Worn
False,e491a388126f629b217c4e5337d9e1cd638d8901,2:18 AM,$8.92,Goldenrod,0,3XL,Never Worn
False,728169bd8d886033b6b59e4b81d07bde825d4bc3,12:40 AM,$10.95,Violet,0,XS,Never Worn
False,995497aa4eefb5a54578ed020579df0237015449,8:55 PM,$12.89,Mauv,0,3XL,used
False,c3e86efc3a985cfc2946831a8dd8db199e0b6431,3:19 PM,$7.08,Teal,0,S,used
False,41241d345825d27c09e27bce987e6ea4e15fc5c1,5:32 AM,$9.92,Purple,0,3XL,Used
False,7895711122d8de3630f579866506f1e1f75cc9ba,6:25 PM,$18.17,Orange,0,L,Never Worn
False,8874ed02b983e055d97deb10fc6a20e23a82a9a0,12:30 AM,$5.83,Mauv,0,2XL,used
False,9d0731635dde1bf87473b568d68a1e3729ecabfb,3:36 PM,$12.69,Red,0,2XL,used
False,81834b8059cd54f23438bb4a9d173a7f691ee3e2,5:31 AM,$18.13,Indigo,0,L,used
False,dba6f1f873ce833c7564219eec710faade9c440a,10:18 AM,$9.68,Puce,0,3XL,used
False,eeaafe7ebbeb0325acd24e4571a00ef1c8ca0977,5:23 AM,$5.98,Aquamarine,0,XS,Used
False,96c987acc40baada9d2df88bafec49af4dc484bd,2:16 AM,$16.33,Green,0,3XL,used
False,99b1e72c2744f6f133d6b2702e3bc3b184d4d753,1:06 PM,$13.15,Aquamarine,0,XL,used
False,796a234d03b7266f6287bd55b9bb934543921388,5:49 AM,$12.11,Teal,0,S,used
False,7c39a0e70cc3c3458651f6d551a25b5119ae535b,6:07 PM,$8.48,Red,0,2XL,used
False,93058ab4b3c1e7e4925f13c088962ce8a7938f14,8:23 PM,$11.13,Green,0,S,
False,b6ae9cb50c82dab2325407da87c4f1d329b02294,11:12 AM,$2.64,Maroon,0,XS,used
False,a5645cd6cec0ec3f5471163b6c4f7233cea6eb36,2:23 PM,$13.72,Crimson,0,L,Never Worn
False,b0e4da118eee6d5a9b7f6848a68f164d1a1e9b3c,9:32 AM,$17.48,Goldenrod,0,M,used
False,757abbd7f217c9ae1195a6ed6949fc26c74d9508,5:27 AM,$3.78,Mauv,0,S,used
False,361e1ebc8d8d5a1e544cf9815f2581593dd5a249,11:29 AM,$7.96,Violet,0,M,used
False,e75a126cf99361c68f26ecdf815fb2c7f7b3ea4e,10:15 PM,$14.50,Fuscia,0,L,never worn
False,268e32952d0c9d7f6abf59ff44cb3628afb5702c,1:37 PM,$16.37,Violet,0,3XL,Used
False,8d53a82d4316fb5998189a6b37894830cd854e75,9:27 AM,$6.84,Blue,0,3XL,used
False,19bd3f6c83292a7f9d36b1dc958b4b23ebfa69af,2:52 PM,$18.61,Fuscia,0,L,Never Worn
False,9600ccd964e8265e3b5cebd946fd414dc4a20b6b,10:54 PM,$11.67,Blue,0,XS,Never Worn
False,0e0af1d6ec72e201817dda0aecf30444ff5b7f82,11:35 AM,$18.39,Teal,0,XL,used
False,9c76819eedf9eeedecf6999826ac6d70eb43f752,12:58 AM,$8.92,Yellow,0,S,Never Worn
False,6d3475405b9ee40167c7659f71ee22450f49d23d,4:43 PM,$14.52,Orange,0,XS,
False,6b83128b79f12da6675c5431d298bdc1f67a4a26,1:39 AM,$14.82,Turquoise,0,L,Used
False,64b9a24f3667ef496ebe7c59ed92edff34d25cbc,5:37 AM,$12.17,Mauv,0,XS,
False,0a5f962f1bf4a4d7ffb5933d10593d5bd9319d91,6:46 PM,$11.45,Khaki,0,2XL,
False,b988ebd111c6c1ea2b65cd786651a3924d14f032,10:00 AM,$14.06,Aquamarine,0,3XL,used
False,b04a7026e9d1201e71304a49272c9fd75f5a24f9,6:22 AM,$3.93,Yellow,0,L,used
False,bb1bea0c140d488b5eb7739a426a711210b92e88,6:19 AM,$9.66,Aquamarine,0,2XL,used
False,c87adb45fe7306f42ccafbb16ad9940eede3cc92,1:21 AM,$6.75,Green,0,S,Never Worn
False,d13eb84281d9f3949d2d5c5a6af99011f50b41dc,10:12 AM,$11.79,Goldenrod,0,XS,used
False,8d806739b99d04cebd84d7fc30cf8ed5ccfbb92f,4:27 PM,$8.76,Violet,0,XL,Never Worn
False,a5c6636d58c4f6f0e1f77f922b576daf817bd30c,2:32 AM,$9.50,Khaki,0,L,used
False,c18d2c028b4f36315942d8472c0464d7e669d11b,2:57 AM,$5.27,Indigo,0,3XL,used
False,75e0327cd1de5b54b8a2ac7c046b884eb37463ae,10:37 AM,$7.45,Teal,0,3XL,
False,f2852bb19bc48e0ab6517e6dff76faf7ebfcb352,12:13 PM,$9.23,Puce,0,XS,used
False,f0abde27648867a3048633705e1eb9b3ef8880fc,12:27 PM,$8.44,Violet,0,M,used
False,17e2c96ec2b949e41ae835e0c0856219d0080d35,7:11 AM,$17.14,Goldenrod,0,M,used
False,9b65fa2962a154a753f7c5c2f90a5b954227c583,9:59 PM,$9.73,Teal,0,M,Never Worn
True,a109c27e15fbccc01f641b0a5d248fc57522bcd2,5:15 PM,$4.23,,1,XL,Never Worn
False,a5900e579f75ef510ca0c008b596502e89d6f7a5,7:42 AM,$8.82,Maroon,0,M,
False,f2b74aa6c521f542de3f43a823d4bbaa2cc1846e,7:53 AM,$17.57,Yellow,0,XS,
False,f74e08ff803ff49efbd6a7efa3d1f2c2eb6a75aa,10:26 PM,$4.38,Violet,0,S,
False,194f2578414a55ad2b791e6701538f4ebfdbc9a5,6:39 AM,$14.92,Violet,0,L,Never Worn
False,cf3d79d9d9c3490c678e97fc0718a72358fb171a,10:38 PM,$17.75,Goldenrod,0,S,Never Worn
False,5f6f835141b78a716445fdf72ea3fd546930a8d3,12:01 AM,$15.01,Violet,0,3XL,used
False,01fb5508c02b6d4bacdf594877713fc34eb68c8d,7:05 PM,$12.55,Maroon,0,XL,used
False,2c1af8ed81061cf0b24e1f5a67e599a6dcb76748,7:10 AM,$16.82,Indigo,0,XL,used
False,57742fe8e19a2d51eedb7a47942d5d3551f43101,5:36 AM,$7.51,Green,0,2XL,used
False,648f6326848ac9b6ad004ee2d3352ea37deaf345,8:28 PM,$15.60,Khaki,0,3XL,
False,1a95053a01236933d025fd1840068d13247be622,6:25 PM,$5.05,Goldenrod,0,L,used
False,fd27cd0ca0b72e8a9db0fb9b48a97cf298fdacc6,6:20 PM,$5.05,Yellow,0,M,used
False,065f025aa6d485a2391bdbb4c9374abca56528ee,1:29 AM,$16.07,Indigo,0,XL,Never Worn
False,997558b6426dd1a07d5ab6b5f3aa833c67ae0ea3,7:20 PM,$8.75,Yellow,0,3XL,used
False,82eac0dff2b8e6a060d51c8763de23c22b086e02,12:06 PM,$13.76,Aquamarine,0,XS,Never Worn
False,2cb5dd6a3e646eb3f194b3e52ac8928a325a8e0e,9:59 PM,$16.27,Maroon,0,S,Never Worn
False,c1655187b0bbd2fcac57a7e7be1d4e63c4d067aa,4:36 AM,$6.94,Mauv,0,S,used
False,9574857c857b21f0c227b93dd0eff2b0de4e696b,2:31 AM,$4.96,Khaki,0,L,used
False,a33b22a9da82f28706fc6f0ade3d331f15cf73f7,7:44 AM,$16.31,Yellow,0,L,Used
False,63785b5f9ff595e724d59480a928155997abd674,11:35 AM,$18.79,Red,0,S,used
False,997fdfbd97c878fff09d27969da37f50f9f2cf76,12:05 PM,$7.50,Green,0,L,used
False,feda1561c075cfd8f5be08472a0b6f046dee8020,9:34 PM,$14.85,Aquamarine,0,XS,
False,5e6c18cd5f7783aaf868526bcc20b8d0590e2d60,7:52 AM,$3.62,Mauv,0,3XL,Never Worn
False,0a1d8d653c2ba8df2f6f9ca3e6aa14400b43f50b,6:50 PM,$4.03,Crimson,0,L,used
False,cb50af41559221e480b8126f4a344bf16f6d17bc,12:09 AM,$12.95,Turquoise,0,L,used
False,646d205024d8fed2eb0532497120890d0db7ef41,6:43 AM,$7.16,Puce,0,M,used
False,9002d9572e5e83d260994631b3fdfeddce1ed892,3:39 AM,$5.37,Green,0,S,never worn
False,3f762b7123b99259663d3412d1f172c569e52c31,12:30 PM,$3.33,Khaki,0,XS,used
False,69e28eee83e1fc87d1b70496b0dc2340aeb34c8b,8:15 PM,$5.60,Crimson,0,3XL,used
False,014b0f633f794a556745726c21d549ba711d9aed,10:30 AM,$4.67,Crimson,0,M,never worn
False,24cd05a7af867ea51149d0218994847ca001bf93,12:36 AM,$10.06,Maroon,0,L,
False,64407e3614cd0b6020cb5c587937915638712784,10:00 PM,$13.32,Maroon,0,2XL,used
False,6521d8df171ad1cbf88d391b40eedfd34e704d09,6:31 AM,$12.24,Violet,0,XS,Never Worn
False,923372c37c8d94a84385dd3759c0785c38257587,11:14 PM,$3.28,Blue,0,3XL,used
False,16a7fef65ebeaa2e53a586aeaa79f4702eeb779d,8:17 PM,$7.09,Orange,0,3XL,used
False,7ecaffc69b0d6f82c8bb2534201527582f0501fe,3:51 AM,$18.04,Purple,0,3XL,used
False,776cb733898efd7ebdc780edc6a316f4b04a58ff,1:58 PM,$9.52,Fuscia,0,S,used
False,67be3531f9e8276a78a87717c0ea076f83a8ea98,2:04 AM,$13.46,Turquoise,0,XS,used
False,2dc90d321cab5c1ba38d7c4927497ece3e0b9f6e,10:59 PM,$6.55,Blue,0,XL,Never Worn
False,1132004d3b6842dbbd5bab8be4c021aebe99979f,2:00 AM,$8.84,Fuscia,0,XS,Never Worn
False,53841f85fbabce5d60932ebf74f6bed48504c1c9,11:00 PM,$17.16,Pink,0,3XL,
False,77ded4b52d0bed00bb0ebf15eeaf89bde5ad4233,6:25 PM,$4.47,Indigo,0,L,used
False,c9f3497ba316eccc8336dc53c55ade35e8c3ebf9,8:03 AM,$5.70,Fuscia,0,3XL,
False,d77fc2a6d0e81f7be4c054f4c45d8f18d603a28a,3:16 PM,$17.49,Violet,0,S,never worn
False,8c79b1a0a324ba70083ac39135bb566f00c6f611,9:14 AM,$5.74,Khaki,0,S,
False,3d5fee128e716fc9073325a38556fd0fdbfb1fc8,9:49 PM,$12.95,Khaki,0,L,Never Worn
False,deb2cdbae4b7ceb140d124931a347e165a914b6a,12:24 PM,$4.61,Maroon,0,L,used
False,b13219319f1f9baab2cbd063a85203bd048bf47c,9:44 PM,$15.15,Orange,0,M,used
False,fa5177fd57deecb282740ad0eaf4506efafa7c46,7:19 PM,$5.75,Blue,0,S,
False,de05fa39e5b1049c3a677860d95876af86de8879,4:02 PM,$10.45,Green,0,XL,Never Worn
False,a011e756f3a060b470d74d4bc7097c17f381c32c,11:16 PM,$3.97,Puce,0,XS,Never Worn
False,18d4d0a564158db7e0f8f58a5dd099432b6151cd,6:36 PM,$15.22,Crimson,0,XS,Used
True,ed2ea30b4cde27d83af1a22134641403be5e2eea,6:28 PM,$13.33,,1,S,
False,f48383a5be23c5c881768429d1e41f4d5d1fd350,1:09 PM,$5.80,Crimson,0,XS,used
False,9cf8481891e3e7672bd67a1e8f082395b530e549,6:21 PM,$4.02,Maroon,0,XL,used
False,9346ebbab27581eba2cc1132b4b46336caa57b73,5:36 AM,$5.97,Teal,0,L,Used
True,a6a8b63237b641193ef5020bd1e395010e60a8f9,10:56 AM,$3.25,,1,S,used
False,6ce118d3846c5601e7afc6f1eeab40a02c495af2,10:58 AM,$7.11,Turquoise,0,XL,used
False,0ad3fe5d4fa6421365429c91d9cfe7c4c217cca9,12:55 AM,$8.57,Orange,0,L,used
False,fa26072ecedecd28f6738f2c7e7854625ab7fa19,9:34 AM,$5.82,Yellow,0,M,never worn
False,dbe03e21365f6692660af9fade9f821f0ecb1a19,3:39 AM,$11.01,Blue,0,L,Never Worn
False,e923cfa3be0da84580de54a5c129a869b5957e82,11:20 PM,$12.60,Crimson,0,XL,
False,9b9d1fb2bbf624a66f350908d994022d32f6f4ef,2:39 AM,$5.91,Fuscia,0,XS,used
False,042ecd4c16a5ab26e9cce13d36ace978ededb1eb,4:15 PM,$3.89,Purple,0,M,
False,8b489b27862e9c2d2aafea5add9b3b0fad12f99d,1:45 PM,$16.53,Orange,0,XS,used
